评论发表时间,评论内容,评论发表地点,点赞数,评论数,转发数
Wed Nov 30 11:26:53 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a> 很多人可能已经忘了，神舟十四号载人飞船已经在太空遨游了5个多月，预计将于一周内回归地球。<br /><br />与此同时，神州十五号已经于昨晚（11月29日）23时08分叩问苍穹，6位航天员首次聚首中国空间站。<br /><br />这次的出差三人组，除了“老朋友”费俊龙，还有两位新面孔——邓清明和张陆。<br /><br />当网友看到邓 ...<a href=""/status/4841465605525449"">全文</a>",安徽,17,0,17
Wed Nov 30 17:12:53 +0800 2022,想当年 中国驻南使馆被炸 <br />全国上下 义愤填膺<br />中国航天事业由此获重大立项<br />今晨神州十五号飞船成功对接<br />正可告慰先辈英灵 ,北京,7,0,7
Tue Nov 29 23:50:37 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%81%9A%E7%84%A6%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E8%81%9A%E7%84%A6%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#聚焦神舟十五号#</span></a>神舟15号发射圆满成功，又一次圆梦，又一次离梦想更近一步，又一次听到圆满成功，又一次证明中国航天可以飞得越高越远<span class=""url-icon""><img alt=[话筒] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/o_huatong-0a3e80b147.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[话筒] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/o_huatong-0a3e80b147.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[话筒] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/o_huatong-0a3e80b147.png"" style=""width:1em; height:1em;"" /></span>明天早上中国航天6乘组应该就可以见面了，在明天早上的对接之前，他们也可以休息一下了，据专家说今天夜里神州15号应该还得有人值班，三个人不能 ...<a href=""/status/4841290384544742"">全文</a>",北京,1259,342,1259
Wed Nov 30 16:41:51 +0800 2022,“今日我拍”<br />  热烈祝贺神州十五号载人飞船伴月升空。<br />  疫情反复，雨中挑灯夜战，重点区域单人单管上门服务，不畏寒潮，令人敬佩。<br />   世界杯A组荷兰，塞内加尔双双晋级16强，厄瓜多尔，卡塔尔遗憾出局。<br />,上海,1,0,1
Wed Nov 30 16:41:05 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E8%88%9F%E5%8D%81%E5%9B%9B%E5%8F%B7%E5%8D%81%E4%BA%94%E5%8F%B7%E4%B9%98%E7%BB%84%E5%B0%86%E5%9C%A8%E5%A4%AA%E7%A9%BA%E4%BC%9A%E5%B8%88%23&extparam=%23%E7%A5%9E%E8%88%9F%E5%8D%81%E5%9B%9B%E5%8F%B7%E5%8D%81%E4%BA%94%E5%8F%B7%E4%B9%98%E7%BB%84%E5%B0%86%E5%9C%A8%E5%A4%AA%E7%A9%BA%E4%BC%9A%E5%B8%88%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神舟十四号十五号乘组将在太空会师#</span></a> 昨晚23:08分神州十五号发射成功，并于神州十四成功会师于太空！🇨🇳🇨🇳🇨🇳 ",山西,4,0,4
Wed Nov 30 16:25:01 +0800 2022,"早安<span class=""url-icon""><img alt=[太阳] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-2b1d91ddac.png"" style=""width:1em; height:1em;"" /></span>中国🇨🇳助力神州十五号💪🏻成功啦🥳🥳🥳 ",浙江,0,0,0
Wed Nov 30 16:07:50 +0800 2022,"真的想象不到航天员的艰苦训练有多“艰苦”，尤其看了好多关于邓清明航天员的故事后更是颇为感动及励志。本着“宁肯备而无用，也不会用时不备”的原则真的很振奋人心，值得敬佩！“中国空间站”终于迎来了神舟十五的到来而变得完整，“中国空间站”也是“国际空间站”的称号属实很壮伟，因为中国通过实 ...<a href=""/status/4841536309170410"">全文</a>",山西,3,0,3
Wed Nov 30 08:17:10 +0800 2022,"傲游苍穹，逐梦未来，🏃 能者永不止步。 <a href='/n/澳优能立多'>@澳优能立多</a> 祝贺神州十五号发射成功🚀<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%236%E4%BD%8D%E4%B8%AD%E5%9B%BD%E8%88%AA%E5%A4%A9%E5%91%98%E4%BC%9A%E5%B8%88%E5%A4%AA%E7%A9%BA%23&extparam=%236%E4%BD%8D%E4%B8%AD%E5%9B%BD%E8%88%AA%E5%A4%A9%E5%91%98%E4%BC%9A%E5%B8%88%E5%A4%AA%E7%A9%BA%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#6位中国航天员会师太空#</span></a> ",湖南,80,11,80
Wed Nov 30 15:56:59 +0800 2022,天宫<br />华夏空间站，<br />三舱又三船。<br />六人同在轨，<br />六月一轮班。<br />2022年11月30日于颐斋<br />注：三舱，天和核心舱、问天、梦天实验舱；三船，神州十四、十五号飞船、天舟五号。 ,河北,0,0,0
Wed Nov 30 15:41:09 +0800 2022,"🛰️ 🛰️ 🛰️ 神州十四号，十五号，中国空间站胜利会师 6人热闹了。。。 <a  href=""https://video.weibo.com/show?fid=1034:4841528376623200"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">C陈远兵的微博视频</span></a> ",湖南,0,0,0
Wed Nov 30 15:03:27 +0800 2022,"11月的最后一天，随着神州十五号载人飞船与已形成“T”字基本构型、重约87吨级的空间站组合体成功实施前向交会对接，我国已如期完成空间站“T”字基本构型组装建造。<br /><br />首次实现空间站6个型号舱段组合体结构和6名航天员在轨驻留的“太空会师”！ 三舱三船的组合体，这也是中国空间站目前的最大构型，总 ...<a href=""/status/4841520106309868"">全文</a>",北京,4,0,4
Tue Nov 29 23:42:55 +0800 2022,"<a  href=""https://m.weibo.cn/p/index?extparam=%E8%83%96%E5%93%A5%E6%B1%BD%E8%BD%A6%E9%A2%91%E9%81%93&containerid=1008085d370577e2e20c77fc03d10e87b52b64&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">胖哥汽车频道</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%88%AA%E5%A4%A9%E6%96%B0%E5%BE%81%E7%A8%8B%23&extparam=%23%E8%88%AA%E5%A4%A9%E6%96%B0%E5%BE%81%E7%A8%8B%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#航天新征程#</span></a> 画面太震撼了~<span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[打call] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png"" style=""width:1em; height:1em;"" /></span> <a  href=""https://video.weibo.com/show?fid=1034:4841288068169791"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">胖哥汽车频道的微博视频</span></a> ",北京,190,18,190
Wed Nov 30 13:59:26 +0800 2022,"神州十四号，神州十五号，胜利会师，中国空间站，永远值得期待！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%BA%E7%A5%96%E5%9B%BD%E7%82%B9%E8%B5%9E%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#为祖国点赞#</span></a> <a  href=""https://video.weibo.com/show?fid=1034:4841503676366870"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">壹二叁萬的微博视频</span></a> ",甘肃,9,0,9
Wed Nov 30 13:57:54 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%8D%81%E4%BA%94%E5%8F%91%E5%B0%84%E5%9C%86%E6%BB%A1%E6%88%90%E5%8A%9F%23&extparam=%23%E7%A5%9E%E5%8D%81%E4%BA%94%E5%8F%91%E5%B0%84%E5%9C%86%E6%BB%A1%E6%88%90%E5%8A%9F%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神十五发射圆满成功#</span></a>中国神舟十五号航天载人飞船成功对接于空间站天和核心仓前向端口，神舟十四乘组已做好迎接神舟十五乘组进驻各项准备工作，六名太空人实现了太空会师。这意味着中国航天事业又实现了一次质变的跨越。从太空梦想到太空事业，中国航空将想象化为现实，将不可能转为可能！ ...<a href=""/status/4841503610372960"">全文</a>",上海,6,0,6
Wed Nov 30 13:30:52 +0800 2022,"用<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BF%AB%E5%BD%B1%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#快影#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%AE%B0%E5%BD%95%E4%B8%96%E7%95%8C+%E8%AE%B0%E5%BD%95%E4%BD%A0%23&extparam=%23%E8%AE%B0%E5%BD%95%E4%B8%96%E7%95%8C+%E8%AE%B0%E5%BD%95%E4%BD%A0%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#记录世界 记录你#</span></a> <a  href=""https://video.weibo.com/show?fid=1034:4841496348917796"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">用户7767929047的微博视频</span></a> ",甘肃,1,1,1
Tue Nov 29 23:38:06 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神舟十五号#</span></a><br />神州发射，看日课物象，就知道是不是国师手笔，这货每次做日课，都定巽宫！<br /><br />任何大事件，结婚领证动工开业，都要有好的日课，时间是有能量的，我们甚至可以通过生成时间确定事物的运行轨迹，这也是生辰八字的逻辑。 ",河南,370,212,370
Wed Nov 30 12:29:31 +0800 2022,神州十五号航天员与神州十四号航天员在中国太空站胜利会师，刷新了中国航天史的新纪元！感叹中国航天事业跃入世界先列，掀开了中国骄傲的又一新篇章！ ,山东,21,17,21
Wed Nov 30 13:14:08 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%9D%AD%E5%90%91%E6%9C%AA%E6%9D%A5%23&extparam=%23%E6%9D%AD%E5%90%91%E6%9C%AA%E6%9D%A5%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#杭向未来#</span></a> 飞天圆梦，逐梦苍穹！祝贺神州祝贺神州十五号载人飞船发射成功！ ",浙江,0,0,0
Wed Nov 30 13:11:53 +0800 2022,"哇塞，原来这就是“去太空做客”啊<span class=""url-icon""><img alt=[色] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-64de263dd7.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[色] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_huaxin-64de263dd7.png"" style=""width:1em; height:1em;"" /></span><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a> 『神舟十五号载人飞船发射成功 两个航天员乘组首次实现太空会师』<a  href=""https://weibo.cn/sinaurl?u=https%3A%2F%2Fview.inews.qq.com%2Fw%2FWXN20221130000204020%3Frefer%3Dnwx%26bat_id%3D1109193371%26cur_pos%3D0%26grp_id%3D1309193372%26rate%3D0%26ft%3D86%26_rp%3D2%26newsGid%3D20221130_r7601743%26pushid%3D2022113001%26bkt%3D0%26openid%3Do04IBAAuVs9FXnuC7zbIc1UDcZRk%26tbkt%3DH%26lrg%3D4%26allcmsids%3DWXN20221130000204020_WXN20221130000219040_WXN20221130000207040_WXN20221130000211020%26segmentNum%3D7642%26groupid%3D1669784943%26msgid%3D0%26cv%3D0x28001e55%26dt%3D2%26lang%3Dzh_CN%26key%3D2a86cc84c1fdeeb005086f13688f9c240bbaf06bf751849be98701f1002cb0a11f2388a2d450649ec89cab95d1c868bf36b2ddf8062b48d3e2089a8a8cc1abc3b77482e6838769f3e9138efd5304b7f2e4f488dcf09333d2bd1ed43bd51f60a6a404981792459adc459af19185de229cd250efd4454ffea9c5784f2d704baa4c%26version%3D28001e55%26devicetype%3Dandroid-29%26wuid%3DoDdoCt4U-tyiDWHZK1VEAoUElC6k"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">神舟十五号载人飞船发射成功 两个航天员乘组首次实现太空会师</span></a> ",内蒙古,2,2,2
Wed Nov 30 12:50:50 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%80%E6%9D%A1plog%E5%91%8A%E5%88%AB%E5%8D%81%E4%B8%80%E6%9C%88%23&extparam=%23%E4%B8%80%E6%9D%A1plog%E5%91%8A%E5%88%AB%E5%8D%81%E4%B8%80%E6%9C%88%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#一条plog告别十一月#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a> 中国人已经成为太空常客，频繁来回天地飞行。 ",新疆,0,0,0
Wed Nov 30 12:09:40 +0800 2022,"【震撼！神州十五号发射画面】11月29日23时08分，神舟十五号点火发射。网友：神州十五号发射时的月亮太美了！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%B2%88%E7%90%86%E5%B7%A5%E5%88%86%E4%BA%AB%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#沈理工分享#</span></a><a  href=""https://video.weibo.com/show?fid=1042163:4841281256620085"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">人民日报的微博视频</span></a>  <a  href=""http://weibo.com/p/100101B2094655D664A6F54399"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">沈阳·沈阳理工大学</span></a> ",四川,1,0,1
Wed Nov 30 12:07:45 +0800 2022,"祝贺神州十四号十五号在太空间站里费俊龙刘洋六人大会师。<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png"" style=""width:1em; height:1em;"" /></span> ",河北,5,1,5
Wed Nov 30 12:04:51 +0800 2022,"点火升空，叩问苍穹！<br />祝贺神州十五号发射成功！<br />6位宇航员首次太空会师成功！<br />星辰大海，探索永无止境！<br />悦和饮品为中国航天点赞！<br />致敬中国航天英雄！<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%E5%B7%B2%E6%88%90%E5%8A%9F%E5%8F%91%E5%B0%84%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%E5%B7%B2%E6%88%90%E5%8A%9F%E5%8F%91%E5%B0%84%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号已成功发射#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%AD%E5%9B%BD%E8%88%AA%E5%A4%A9%E5%91%98%E9%A6%96%E6%AC%A1%E5%A4%AA%E7%A9%BA%E4%BC%9A%E5%B8%88%23&extparam=%23%E4%B8%AD%E5%9B%BD%E8%88%AA%E5%A4%A9%E5%91%98%E9%A6%96%E6%AC%A1%E5%A4%AA%E7%A9%BA%E4%BC%9A%E5%B8%88%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#中国航天员首次太空会师#</span></a> ",河南,3,0,3
Wed Nov 30 11:57:08 +0800 2022,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神州十五号#</span></a> 哪位大神有神州十五号发射的高清大图啊？画面太美了。 ",北京,2,0,2
Tue Nov 29 13:08:16 +0800 2022,"【<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%8D%81%E4%BA%94%E4%BB%BB%E5%8A%A1%E6%A0%87%E8%AF%86%E8%97%8F%E7%9D%80%E8%BF%99%E4%BA%9B%E7%BB%86%E8%8A%82%23&extparam=%23%E7%A5%9E%E5%8D%81%E4%BA%94%E4%BB%BB%E5%8A%A1%E6%A0%87%E8%AF%86%E8%97%8F%E7%9D%80%E8%BF%99%E4%BA%9B%E7%BB%86%E8%8A%82%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神十五任务标识藏着这些细节#</span></a><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-c64b6a744b.png"" style=""width:1em; height:1em;"" /></span>】<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&extparam=%23%E7%A5%9E%E8%88%9F%E5%8D%81%E4%BA%94%E5%8F%B7%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神舟十五号#</span></a>载人飞行任务标识里藏着空间站“全新形象”！与“神十四”径向交会对接不同，“神十五”将会对接在空间站组合体的前向端口，也体现出交会对接技术日趋成熟稳定。届时，中国空间站将会形成“三大舱段+三艘飞船”组合体，达到当前空间站所能容纳的来 ...<a href=""/status/4841128731871119"">全文</a>",北京,57,1,57
Wed Nov 30 11:34:47 +0800 2022,投稿<br />七绝•贺神州十五号飞船发射成功<br />罗宝田（湖南）<br /><br />小雪时逢捷报传，<br />神州十五上蓝天。<br />太空会面六人喜，<br />华夏航天美梦圆。 ,湖南,1,0,1
Wed Nov 30 11:24:36 +0800 2022,"神州十五号载人飞船发射任务圆满成功。 <a  href=""https://video.weibo.com/show?fid=1034:4841464941969450"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">战略格局的微博视频</span></a> ",广东,5,0,5
Wed Nov 30 11:24:36 +0800 2022,"神州十五号载人飞船发射任务圆满成功。 <a  href=""https://video.weibo.com/show?fid=1034:4841464941969450"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">战略格局的微博视频</span></a> ",广东,5,0,5
Tue Nov 29 23:24:39 +0800 2022,跟小柚子一起看神州十五号发射，空间站三个宇航员在等地面三个宇航员上来的那种感觉，一定很奇妙吧。 ,陕西,297,145,297
Wed Nov 30 11:12:21 +0800 2022,"【乡亲齐聚见证邓清明飞天，群情激奋为圆梦喝彩】29日晚上11时许，在神州十五号航天飞机航天员邓清明的家乡——江西省宜黄县东陂镇，邓清明的乡亲团齐聚一团，见证圆梦时刻，油然自豪。<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%A5%9E%E5%8D%81%E4%BA%94%E5%8F%91%E5%B0%84%E5%9C%86%E6%BB%A1%E6%88%90%E5%8A%9F%23&extparam=%23%E7%A5%9E%E5%8D%81%E4%BA%94%E5%8F%91%E5%B0%84%E5%9C%86%E6%BB%A1%E6%88%90%E5%8A%9F%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#神十五发射圆满成功#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%88%AA%E5%A4%A9%E6%96%B0%E5%BE%81%E7%A8%8B%23&extparam=%23%E8%88%AA%E5%A4%A9%E6%96%B0%E5%BE%81%E7%A8%8B%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#航天新征程#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%82%93%E6%B8%85%E6%98%8E%E7%9A%84%E5%AE%B6%E4%B9%A6%23&extparam=%23%E9%82%93%E6%B8%85%E6%98%8E%E7%9A%84%E5%AE%B6%E4%B9%A6%23&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E7%A5%9E%E5%B7%9E%E5%8D%81%E4%BA%94%E5%8F%B7"" data-hide=""""><span class=""surl-text"">#邓清明的家书#</span></a> <a  href=""https://video.weibo.com/show?fid=1034:4841454795948123"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">今视频的微博视频</span></a> ",江西,27,2,27
